Actual,Predicted
8.2,7.877324036033173
7.7,7.9150604651177
7.9,7.596837610151381
6.9,7.802362680875079
7.0,8.366737615999238
7.7,7.908827199755852
8.6,7.777332135849422
7.1,7.872557478394011
6.4,7.769184648743528
6.9,8.00667179677107
8.5,7.692723566398744
8.7,8.047892649702188
6.4,7.610875115012011
8.1,8.13704364015247
8.0,8.029943719209468
7.2,7.952430918411418
8.0,7.741075933617092
7.0,7.698847763436882
7.1,7.834940034755452
7.4,7.898066935690171
7.1,7.703892263630269
7.0,7.784299838039193
7.9,7.784513705500428
8.3,7.930863159312773
8.1,7.827946520731204
8.7,8.241643767344556
8.0,8.18091967937437
